,Degree,Excentricidad,Diametro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Average Collaborations,Clustering
0,4.407766990291262,4.762135922330097,6,4,3.385650011839924,0.07246734039930984,0.3276288578420717,0.021501302391664694,0.6213592233009708,0.098034262153472,1.8379135747433,0.913379114373668,13.178571428571429,0.09559229013805248
1,4.407766990291262,4.762135922330097,6,4,3.385650011839924,0.07246734039930984,0.3276288578420717,0.021501302391664694,0.6213592233009708,0.098034262153472,1.8379135747433,0.913379114373668,13.178571428571429,0.09559229013805248
2,4.7539267015706805,4.727748691099476,6,3,3.292918159272527,0.0871339414306289,0.3381197758795632,0.025020666850372002,0.6387434554973822,0.10610481318197199,1.8151598554841706,0.8836594103058694,13.37037037037037,0.09983764874644432
3,4.918918918918919,4.358108108108108,5,3,3.066924066924067,0.1154182454095016,0.3625880983023307,0.03346203346203346,0.6959459459459459,0.149260395815496,1.767930286841529,0.8469387755102041,13.7,0.1493229881556852
4,4.836601307189542,4.516339869281046,5,3,3.1014791881664947,0.08085239736759636,0.3585024653135594,0.031819745442036466,0.6993464052287581,0.13322090887243537,1.802359042216612,0.8519951840385277,13.9,0.089623212305571
5,4.7685589519650655,4.615720524017467,5,4,3.3461273270512524,0.0793077215671358,0.3298322224777023,0.020914732245460813,0.62882096069869,0.0951026768049092,1.8209292665508572,0.8974948287749942,13.8,0.07521369683988303
6,4.510204081632653,4.571428571428571,5,3,3.2867085295656726,0.07298335467349552,0.33657945229381087,0.02312925170068027,0.6479591836734694,0.11407681662427693,1.802569490100357,0.9090005232862376,13.73076923076923,0.12033132054340703
7,4.774193548387097,4.575268817204301,5,4,3.2569020633536763,0.11019216735587448,0.3410684878427364,0.025806451612903226,0.6236559139784946,0.14132936084474754,1.8486959919804178,0.8885207788433594,13.583333333333334,0.13598215880296588
8,4.669642857142857,4.803571428571429,6,4,3.3438500960922486,0.057928214447978195,0.3297805893659106,0.020940102498398463,0.7053571428571429,0.0969001277960963,1.8352290783602492,0.8756806534272902,13.517241379310345,0.07649021357431438
9,4.54320987654321,4.54320987654321,5,3,3.216164404570202,0.0670391061452514,0.34729826444800493,0.02821869488536155,0.6604938271604939,0.12002440421932843,1.83835614474835,0.8944099378881988,13.428571428571429,0.08983910640993328
10,4.94300518134715,4.569948186528498,5,3,3.2726144214162347,0.0989731265020756,0.3400915731146374,0.025744818652849742,0.6217616580310881,0.11124294961123088,1.8321055188742845,0.8834736614853195,13.481481481481481,0.10639675351345831
11,4.836363636363636,4.6,5,3,3.2157427937915743,0.09022556390977443,0.34754742547423695,0.029490022172949003,0.6606060606060606,0.1404444053160632,1.8240384290157088,0.8628972653362897,13.523809523809524,0.09173061216688905
12,4.546511627906977,4.5523255813953485,5,3,3.2659458724330204,0.07704066034851727,0.3408563398159614,0.02658778729770162,0.6395348837209303,0.11473404217183564,1.8010431377789233,0.9006527947776418,12.956521739130435,0.13779602625226037
13,4.59375,4.520833333333333,5,3,3.260307591623037,0.08316683316683317,0.3387543630018058,0.024051047120418848,0.6197916666666666,0.11899036832158814,1.828793662451074,0.8901614310645725,14.08,0.12276087872778561
14,4.875,4.505208333333333,5,3,3.2158595113438047,0.0782608695652174,0.3443535485748234,0.025523560209424083,0.6770833333333334,0.10177706581455609,1.7983487977560748,0.8946335078534031,13.692307692307692,0.08335679231725909
15,5.225,4.475,5,3,3.084198113207547,0.09563626861771622,0.3614164046121427,0.032861635220125786,0.69375,0.09513942833785845,1.7622963409150045,0.879874213836478,14.0,0.0956608318837421
16,5.177570093457944,4.602803738317757,5,4,3.249089552893686,0.07297139521307647,0.34098035774367885,0.024307840814356545,0.7102803738317757,0.09690294865605001,1.7967326928145118,0.8834188934228423,13.551724137931034,0.08327635539289635
17,4.576923076923077,4.600961538461538,6,3,3.30309364548495,0.09571678321678322,0.3343119038772209,0.022110739502043848,0.6346153846153846,0.12747205167568285,1.8526812539123572,0.9043106651802304,13.961538461538462,0.13682889812691323
18,4.453488372093023,4.465116279069767,5,3,3.2047463620291037,0.08793397837222539,0.3457851670520135,0.026043791649666803,0.6337209302325582,0.1122364909528028,1.8126634609926826,0.9041207670338637,14.047619047619047,0.10892891181115114
19,4.741071428571429,4.669642857142857,5,4,3.358384048686739,0.07989096246592577,0.32863615737787033,0.02126040999359385,0.6696428571428571,0.11412930121501194,1.833862346594395,0.9077914798206278,13.586206896551724,0.07251962703046294
20,4.710059171597633,4.881656804733728,6,4,3.3279092702169626,0.08461066830165542,0.33838052972668753,0.02803606649760496,0.6449704142011834,0.1052675060584599,1.9084964390888302,0.8862355593124824,12.36,0.13046130611387513
21,4.7,4.72,6,4,3.2951256281407035,0.08261976394353159,0.336402847571276,0.023618090452261306,0.67,0.13572465583321125,1.8302509820049775,0.8756281407035176,13.592592592592593,0.07603177897878173
22,4.25,4.283333333333333,5,3,3.05672268907563,0.09131736526946108,0.36450980392155996,0.03571428571428571,0.675,0.15220565432660607,1.8196476243932425,0.8638655462184874,13.133333333333333,0.1830746434232273
23,4.020408163265306,4.663265306122449,5,3,3.4064887493458924,0.06193660947949985,0.32478021978029525,0.020617477760334905,0.5918367346938775,0.10597845643215827,1.8583252603141247,0.9086342229199372,13.833333333333334,0.09527676619194712
24,4.75,4.358333333333333,5,3,3.018347338935574,0.11694915254237288,0.37171802054153835,0.03991596638655462,0.725,0.1823134860057548,1.7812078727915395,0.8471988795518207,13.533333333333333,0.1515274852229052
25,4.65,4.316666666666666,5,3,3.014425770308123,0.12085308056872038,0.3723342670401359,0.03907563025210084,0.6666666666666666,0.17139194558525175,1.8076475570855974,0.8648459383753502,14.1875,0.19219021937384936
26,5.155172413793103,4.556034482758621,5,3,3.2391028511718165,0.08165057067603161,0.3392067223964506,0.022316763696074042,0.7629310344827587,0.08662672538670235,1.7733886099771705,0.8947604120017913,13.827586206896552,0.10783205606708779
27,4.306451612903226,4.370967741935484,5,3,3.070548124836087,0.06634615384615385,0.3635763615700494,0.035011801730920535,0.6693548387096774,0.1845982415755202,1.8251034569547828,0.8806713873590348,12.6875,0.09580229639351576
28,4.057471264367816,4.712643678160919,6,3,3.3949239253205765,0.08898706216472073,0.3294509777866606,0.023453591123513386,0.5459770114942529,0.12003315562733663,1.8510886125820278,0.900604610989303,13.0,0.14981172964959832
29,4.56,4.328,5,3,3.0323870967741935,0.09116693679092383,0.368260215053741,0.036774193548387096,0.648,0.16345584291873105,1.7809674104537145,0.8766451612903225,13.294117647058824,0.11104082048067827
30,4.966887417218543,4.516556291390729,5,3,3.122384105960265,0.11996471625992355,0.3585607064017094,0.033112582781456956,0.7086092715231788,0.10596064481013638,1.792752952501919,0.8713465783664459,13.380952380952381,0.14982788936739916
31,4.656716417910448,4.313432835820896,5,3,3.0457861070586913,0.09402985074626866,0.36608872928586556,0.03501290539782292,0.7164179104477612,0.18665317348410138,1.8089312194695932,0.8897991246773651,14.058823529411764,0.15158596189858808
32,5.016393442622951,4.360655737704918,5,3,2.9997290340062324,0.09225379525107046,0.37532177211757933,0.041457797046470665,0.7213114754098361,0.15254027256505784,1.7936572616203212,0.8623492751659667,12.941176470588236,0.09840990886322296
33,4.4036697247706424,4.862385321100917,6,4,3.4324187206696823,0.0681981335247667,0.32299003650006675,0.020293408869910795,0.6330275229357798,0.16072410531817574,1.8683675901763626,0.8904578700376273,13.0,0.12387935042229024
34,4.769230769230769,4.4743589743589745,5,4,3.1130686517783293,0.07202304737516005,0.357478632478595,0.03076923076923077,0.7435897435897436,0.11688685808613376,1.8121627968406506,0.8664185277088503,14.2,0.13488077006679547
35,4.205479452054795,4.390410958904109,5,3,3.1661785545583374,0.08426966292134831,0.35097150055104825,0.029003306565895136,0.6095890410958904,0.12143392535872674,1.8313606624487204,0.8772791686348607,13.88888888888889,0.10432171974158963
36,4.897058823529412,4.455882352941177,5,3,3.1080610021786494,0.09384885764499121,0.3629429920115781,0.03627450980392157,0.6985294117647058,0.1458676867531997,1.8190418973829887,0.8970588235294118,12.777777777777779,0.11660458266047319
37,4.402985074626866,4.343283582089552,5,3,3.1145774884973627,0.10269482884195193,0.3591347772415817,0.0331051509370441,0.5522388059701493,0.1543410618092722,1.8054000733964797,0.838065312535069,14.0,0.1477682810954449
38,4.45925925925926,4.4,5,3,3.0782752902155885,0.06529625151148731,0.36199189238986257,0.033278054173576564,0.6888888888888889,0.17324427236414608,1.8152948578234664,0.8786069651741294,12.894736842105264,0.08782861491590144
39,5.078014184397163,4.24113475177305,5,3,3.0195542046605874,0.09955752212389381,0.369008780817245,0.03627152988855117,0.7659574468085106,0.1328569423106621,1.7965378848696725,0.8754812563323202,13.473684210526315,0.135704684653343
40,4.428571428571429,4.5,5,3,3.1654676258992804,0.08555133079847908,0.35386776293247174,0.03186022610483042,0.6428571428571429,0.15642026289073527,1.8283504761654745,0.8610483042137719,13.0,0.11953615652016066
41,4.276729559748428,4.50314465408805,5,3,3.2331820714911235,0.11610364053788128,0.3440994612955083,0.027067908606002708,0.5974842767295597,0.12415389452617463,1.8484870181627862,0.90000796114959,13.8,0.15245807774323336
42,4.265060240963855,4.451807228915663,5,3,3.171303395399781,0.08631132646880678,0.34796397712059735,0.025848849945235487,0.6144578313253012,0.1296166202268135,1.7885215193241788,0.8797371303395399,14.7,0.10223433173260162
43,4.895104895104895,4.489510489510489,5,3,3.0899241603466954,0.10567514677103718,0.3618487146655684,0.03447256968383729,0.6923076923076923,0.14338551352135953,1.7837293405091235,0.8824977839062346,13.55,0.11814328211738848
44,4.656934306569343,4.233576642335766,5,3,3.055281236582224,0.1376787495843033,0.3643695434377742,0.03424216401889223,0.6204379562043796,0.1756003090643352,1.7935568988106259,0.8580936024044654,14.1,0.18633361559422384
45,4.67948717948718,4.467948717948718,5,3,3.1201819685690655,0.08015970515970516,0.356378549765613,0.030190239867659223,0.6538461538461539,0.09692543044151512,1.7663756489954219,0.8966914805624483,13.476190476190476,0.12915675664036616
46,4.496815286624204,4.490445859872612,5,3,3.188061407806631,0.11072223989818644,0.3494202188469262,0.028825739016821818,0.6751592356687898,0.16323172157178115,1.8066135160485484,0.8781642985464642,13.571428571428571,0.15323455484095708
47,5.24822695035461,4.3546099290780145,5,3,3.017933130699088,0.10650383413802897,0.37092029719684294,0.037487335359675786,0.6524822695035462,0.1307699965662913,1.8402028951729494,0.8770010131712259,13.428571428571429,0.12381858122957187
48,4.7625,4.65625,6,3,3.19748427672956,0.10482240831648859,0.3500904088050049,0.029952830188679246,0.6625,0.11107309039968859,1.7670875318299293,0.8690251572327043,14.0,0.1291321003093391
49,5.058139534883721,4.52906976744186,5,4,3.182646538827689,0.07823960880195599,0.3502119316378966,0.029579763361893104,0.7151162790697675,0.10415502647778474,1.7962875915897478,0.8852169182646539,13.090909090909092,0.10235520087681524
50,4.445783132530121,4.626506024096385,5,3,3.247316538882804,0.08333333333333333,0.34320920043811126,0.026944140197152244,0.6686746987951807,0.15742314359710152,1.8306009318414076,0.8752099306316173,13.227272727272727,0.09993182493182497
51,4.674556213017752,4.4733727810650885,5,3,3.177162581008735,0.08666100254885302,0.3495949563257329,0.0278247393632009,0.6627218934911243,0.11512331832458689,1.7918649511763032,0.8655255001408848,13.090909090909092,0.12702181358680137
52,4.6752136752136755,4.670940170940171,5,4,3.3964271303327096,0.07345971563981042,0.32550835748271667,0.02006529474340633,0.6581196581196581,0.09011155640786712,1.8206183947880228,0.8792047246982869,14.586206896551724,0.10689573065967874
53,4.567796610169491,4.889830508474576,6,4,3.399278759466282,0.07787539936102236,0.32460451977411575,0.019437432383699965,0.6440677966101694,0.12070136215240763,1.8175498330079274,0.8702848900108187,14.107142857142858,0.08175577255359279
54,4.978021978021978,4.478021978021978,5,3,3.1740635055552184,0.08198757763975155,0.34899216805299094,0.027502883856475018,0.7197802197802198,0.12390987635055001,1.7540854216273762,0.87972800679983,12.869565217391305,0.11555960055282902
55,4.9411764705882355,4.4411764705882355,5,3,3.180768859267845,0.10684606252473289,0.3458804211340656,0.02434077079107505,0.6666666666666666,0.11441430636391023,1.784378101851839,0.876702405099971,14.826086956521738,0.14213035673676805
56,4.516949152542373,4.783898305084746,6,3,3.4646231518211326,0.08253968253968254,0.31944103858648737,0.019221060223584566,0.6271186440677966,0.11079717464370863,1.835902838636241,0.9092679408582762,13.2,0.07114218329388607
57,4.654761904761905,4.696428571428571,6,4,3.271813515825492,0.07177033492822966,0.34245081266039495,0.027872825777017395,0.6607142857142857,0.11432454589455746,1.8633579227282293,0.8929284288565725,13.541666666666666,0.06792760175113116
58,4.536363636363636,4.672727272727273,5,4,3.3631797426317975,0.06096471639124609,0.3285159817352884,0.02071398920713989,0.6636363636363637,0.1196036549500168,1.8398879636498344,0.8990867579908676,13.344827586206897,0.08708832559027647
59,5.1477272727272725,4.4772727272727275,5,3,3.128896103896104,0.07636088709677419,0.3549437229437531,0.029415584415584416,0.7613636363636364,0.13069422665689087,1.7778302887091808,0.8762987012987012,12.666666666666666,0.1018467387176992
60,4.3604651162790695,4.656976744186046,5,3,3.3140894872841016,0.0913657770800628,0.3362607099143371,0.025499796001631988,0.6511627906976745,0.11664452745621061,1.8391079958768457,0.8918128654970761,13.041666666666666,0.10808510221657057
61,4.481283422459893,4.657754010695188,6,4,3.2937151400149505,0.08147745790331341,0.33636842811420864,0.024092921626128458,0.5828877005347594,0.14792694965257197,1.8552735055414145,0.8928756253234431,13.16,0.09725086645869445
62,4.56701030927835,4.757731958762887,6,3,3.327012445916351,0.07095926412614981,0.3339502875559327,0.023663265851183165,0.6752577319587629,0.14274086788285176,1.8879725384721695,0.8721756316436088,13.48,0.08620518431510321
63,5.136363636363637,4.534090909090909,5,3,3.1658441558441557,0.0835117773019272,0.35268939393943416,0.02935064935064935,0.6988636363636364,0.08887608264126302,1.796660047916792,0.8818831168831169,13.24,0.12063496924933152
