Name,Degree,Excentricidad,Clustering,Diámetro,Radio,Camino más corto promedio,Transitividad,Eficiencia Global,Rich Club Coefficient,Core Ratio,Central Point Dominance,Spectral radius,Modularidad,Colaboratividad Original,Colaboratividad 1,Colaboratividad 2,Colaboratividad 3
G0,3.4962962962962965,4.770370370370371,0.11513644520954464,6.0,3.0,3.1663902708678826,0.07204349796103307,0.35037958356363375,1.0,0.5037037037037037,0.3093210852730532,1.8501084789028217,0.8975124378109453,0.2381120405100223,0.7218150107673423,-0.2654620270937319,0.16373658290908988
G1,3.213793103448276,5.862068965517241,0.06158512849182221,7.0,4.0,3.572030651340996,0.09486166007905138,0.3175312442984503,0.8333333333333334,0.36551724137931035,0.21208452911622766,1.9362102886623844,0.8998084291187739,0.1796268840500668,0.7797300691284595,-0.31682728944715455,0.13456039659723668
G2,3.5968992248062017,4.558139534883721,0.09063721049545853,5.0,3.0,3.2532703488372094,0.08666345690900337,0.3450298772609545,0.6,0.49612403100775193,0.29297959591433675,1.8646214795264482,0.8713662790697675,0.2695517756245407,0.7479481791311984,-0.2202851897977688,0.15864722241224516
G3,3.3768115942028984,4.615942028985507,0.10398981956304318,6.0,3.0,3.1581508515815084,0.10047846889952153,0.34922775838354636,1.0,0.39855072463768115,0.36345250251274475,1.8291332723751828,0.8893472971543426,0.2342689311063574,0.805757216387056,-0.22300056751648656,0.16104182592715477
G4,3.3823529411764706,4.470588235294118,0.09524266339879388,5.0,3.0,3.1990196078431374,0.07811786203746003,0.34695896877265836,1.0,0.4485294117647059,0.360288232974431,1.8479589717822664,0.90239651416122,0.20779887828022178,0.7496138678471553,-0.2536354728247858,0.15517452925377176
G5,3.68,4.536,0.11978380474844658,5.0,3.0,3.2156129032258063,0.11167985109353187,0.3489634408601924,0.7,0.48,0.23638585767786732,1.8611489511186736,0.8945806451612903,0.2576233571718048,0.7733529693730791,-0.21347879941567893,0.1653061159569612
G6,3.515151515151515,4.5227272727272725,0.10657275206863584,5.0,3.0,3.206916493176035,0.075,0.3468540365486665,1.0,0.4696969696969697,0.4334725025620421,1.8708084298696408,0.8961369419384686,0.23454696348220935,0.7389370807309473,-0.2531773777516111,0.15993621414721776
G7,3.4074074074074074,5.074074074074074,0.0879388635936235,6.0,4.0,3.2134881149806525,0.10531177829099307,0.3449659111847843,1.0,0.4074074074074074,0.29596669771223755,1.8530212650352098,0.8887783305693754,0.22542850681533574,0.802184820487386,-0.24142034912279509,0.1543726298389834
G8,3.6153846153846154,5.007692307692308,0.13278672802246003,6.0,3.0,3.31937984496124,0.11145510835913312,0.34234347048298597,1.0,0.43846153846153846,0.23132578450154992,1.967398281627292,0.9101967799642218,0.2382626942469266,0.7794694196292389,-0.25670542078416103,0.16496573697471462
G9,3.4558823529411766,4.705882352941177,0.08258684836597989,6.0,3.0,3.278976034858388,0.08807339449541285,0.3404793028322167,1.0,0.4264705882352941,0.2255855822911902,1.8888789689689998,0.905119825708061,0.20006914174692006,0.7627574903559521,-0.26406712838043145,0.14837144428920643
